ORTHOMCL0	NP_001001411.2_HUMAN
ORTHOMCL2362	XP_011540002.1_HUMAN
ORTHOMCL2363	NP_005036.2_HUMAN
ORTHOMCL2364	XP_016879418.1_HUMAN
ORTHOMCL2365	XP_011523944.1_HUMAN
ORTHOMCL2366	XP_005257220.1_HUMAN
ORTHOMCL2368	NP_005879.1_HUMAN
ORTHOMCL2369	XP_016882481.1_HUMAN
ORTHOMCL2371	NP_004702.2_HUMAN
ORTHOMCL2372	XP_016865559.1_HUMAN
ORTHOMCL2373	NP_001070675.1_HUMAN
ORTHOMCL2374	XP_016864227.1_HUMAN
ORTHOMCL2375	NP_001295051.1_HUMAN
ORTHOMCL2376	XP_016876332.1_HUMAN
ORTHOMCL2377	NP_000054.2_HUMAN
ORTHOMCL2378	NP_067056.2_HUMAN
ORTHOMCL2379	XP_016871372.1_HUMAN
ORTHOMCL2380	NP_001619.1_HUMAN
ORTHOMCL2381	NP_001312.1_HUMAN
ORTHOMCL2382	NP_001265111.1_HUMAN
ORTHOMCL2383	NP_054829.2_HUMAN
ORTHOMCL2384	NP_002931.2_HUMAN
ORTHOMCL2385	NP_789782.1_HUMAN
ORTHOMCL2386	XP_011507955.1_HUMAN
ORTHOMCL2387	NP_003699.3_HUMAN
ORTHOMCL2388	XP_005269988.1_HUMAN
ORTHOMCL2389	NP_777572.2_HUMAN
ORTHOMCL2390	XP_016866900.1_HUMAN
ORTHOMCL2391	NP_000181.2_HUMAN
ORTHOMCL2392	NP_037394.2_HUMAN
ORTHOMCL2393	NP_066276.2_HUMAN
ORTHOMCL2394	NP_001073911.1_HUMAN
ORTHOMCL2395	XP_005263207.1_HUMAN
ORTHOMCL2396	XP_005254248.1_HUMAN
ORTHOMCL2397	NP_001287750.1_HUMAN
ORTHOMCL2398	NP_036372.1_HUMAN
ORTHOMCL2399	XP_006718715.1_HUMAN
ORTHOMCL2400	NP_005871.1_HUMAN
ORTHOMCL2401	XP_016855626.1_HUMAN
ORTHOMCL2402	NP_071365.3_HUMAN
ORTHOMCL2405	NP_000786.1_HUMAN
ORTHOMCL2406	NP_036369.2_HUMAN
ORTHOMCL2407	NP_079106.3_HUMAN
ORTHOMCL2408	XP_005255119.1_HUMAN
ORTHOMCL2409	XP_011513476.1_HUMAN
ORTHOMCL2410	NP_057712.2_HUMAN
ORTHOMCL2411	NP_665859.1_HUMAN
ORTHOMCL2412	NP_001136065.1_HUMAN
ORTHOMCL2414	NP_001191.1_HUMAN
ORTHOMCL2416	NP_061855.1_HUMAN
ORTHOMCL2417	NP_000313.2_HUMAN
ORTHOMCL2418	XP_005254853.1_HUMAN
ORTHOMCL2419	NP_001309231.1_HUMAN
ORTHOMCL2420	NP_473368.1_HUMAN
ORTHOMCL2421	NP_001136270.1_HUMAN
ORTHOMCL2422	NP_005752.1_HUMAN
ORTHOMCL2423	XP_016876626.1_HUMAN
ORTHOMCL2424	NP_009016.1_HUMAN
ORTHOMCL2425	NP_001157912.1_HUMAN
ORTHOMCL2427	NP_055269.1_HUMAN
ORTHOMCL2428	NP_001229721.1_HUMAN
ORTHOMCL2429	NP_001093162.1_HUMAN
ORTHOMCL2430	XP_011519406.1_HUMAN
ORTHOMCL2431	NP_001245286.1_HUMAN
ORTHOMCL2433	NP_004854.1_HUMAN
ORTHOMCL2434	NP_002072.2_HUMAN
ORTHOMCL2436	XP_011516469.1_HUMAN
ORTHOMCL2437	NP_110409.2_HUMAN
ORTHOMCL2438	NP_001307662.1_HUMAN
ORTHOMCL2439	NP_000085.1_HUMAN
ORTHOMCL2440	NP_116199.2_HUMAN
ORTHOMCL2441	NP_001008747.1_HUMAN
ORTHOMCL2442	NP_004126.1_HUMAN
ORTHOMCL2443	NP_000569.3_HUMAN
ORTHOMCL2444	NP_000069.2_HUMAN
ORTHOMCL2448	NP_002227.2_HUMAN
ORTHOMCL2449	XP_016859678.1_HUMAN
ORTHOMCL2450	NP_996816.2_HUMAN
ORTHOMCL2451	NP_004727.2_HUMAN
ORTHOMCL2453	NP_002370.1_HUMAN
ORTHOMCL2454	XP_006710984.2_HUMAN
ORTHOMCL2455	NP_002119.1_HUMAN
ORTHOMCL2456	NP_001010917.1_HUMAN
ORTHOMCL2459	NP_001257766.1_HUMAN
ORTHOMCL2460	NP_005139.1_HUMAN
ORTHOMCL2461	NP_722516.1_HUMAN
ORTHOMCL2462	NP_004369.1_HUMAN
ORTHOMCL2463	XP_016855574.1_HUMAN
ORTHOMCL2464	NP_001091046.1_HUMAN
ORTHOMCL2465	NP_001685.1_HUMAN
ORTHOMCL2466	XP_011536126.1_HUMAN
ORTHOMCL2467	NP_006109.2_HUMAN
ORTHOMCL2468	XP_016866796.1_HUMAN
ORTHOMCL2469	NP_689488.3_HUMAN
ORTHOMCL2470	XP_011524412.1_HUMAN
ORTHOMCL2471	NP_000506.2_HUMAN
ORTHOMCL2472	NP_000184.1_HUMAN
ORTHOMCL2473	NP_005698.1_HUMAN
ORTHOMCL2474	NP_001295049.1_HUMAN
ORTHOMCL2475	XP_016871561.1_HUMAN
ORTHOMCL2476	NP_001909.3_HUMAN
ORTHOMCL2477	NP_064501.2_HUMAN
ORTHOMCL2478	NP_543152.1_HUMAN
ORTHOMCL2479	XP_016876132.1_HUMAN
ORTHOMCL2480	NP_056362.1_HUMAN
ORTHOMCL2481	NP_444510.2_HUMAN
ORTHOMCL2483	NP_001171846.1_HUMAN
ORTHOMCL2484	NP_112490.3_HUMAN
ORTHOMCL2485	NP_001034485.1_HUMAN
ORTHOMCL2486	NP_006138.1_HUMAN
ORTHOMCL2487	NP_443094.3_HUMAN
ORTHOMCL2488	NP_001013652.1_HUMAN
ORTHOMCL2489	NP_002716.1_HUMAN
ORTHOMCL2490	NP_005393.2_HUMAN
ORTHOMCL2491	NP_001305121.1_HUMAN
ORTHOMCL2492	NP_001123481.2_HUMAN
ORTHOMCL2493	NP_775188.1_HUMAN
ORTHOMCL2494	NP_001257905.1_HUMAN
ORTHOMCL2496	NP_056023.3_HUMAN
ORTHOMCL2497	NP_065189.1_HUMAN
ORTHOMCL2498	XP_006714148.1_HUMAN
ORTHOMCL2499	XP_011523039.1_HUMAN
ORTHOMCL2500	NP_001269793.1_HUMAN
ORTHOMCL2503	XP_016856233.1_HUMAN
ORTHOMCL2504	XP_006719858.1_HUMAN
ORTHOMCL2505	NP_001001852.2_HUMAN
ORTHOMCL2506	NP_109591.1_HUMAN
ORTHOMCL2507	NP_001189414.1_HUMAN
ORTHOMCL2508	NP_000374.1_HUMAN
ORTHOMCL2509	NP_000515.2_HUMAN
ORTHOMCL2510	XP_016876468.1_HUMAN
ORTHOMCL2511	NP_660294.1_HUMAN
ORTHOMCL2512	NP_000524.3_HUMAN
ORTHOMCL2513	XP_011529996.1_HUMAN
ORTHOMCL2514	XP_011541800.1_HUMAN
ORTHOMCL2515	XP_011527710.1_HUMAN
ORTHOMCL2516	NP_060055.2_HUMAN
ORTHOMCL2517	NP_001308555.1_HUMAN
ORTHOMCL2518	NP_056106.1_HUMAN
ORTHOMCL2519	XP_011518052.1_HUMAN
ORTHOMCL2520	NP_001124441.1_HUMAN
ORTHOMCL2521	NP_112174.2_HUMAN
ORTHOMCL2522	XP_016855904.1_HUMAN
ORTHOMCL2523	NP_001291934.1_HUMAN
ORTHOMCL2524	NP_009190.2_HUMAN
ORTHOMCL2525	NP_078787.2_HUMAN
ORTHOMCL2526	NP_054730.1_HUMAN
ORTHOMCL2527	NP_001186232.1_HUMAN
ORTHOMCL2528	NP_006807.1_HUMAN
ORTHOMCL2529	NP_001158137.1_HUMAN
ORTHOMCL2530	XP_011536350.1_HUMAN
ORTHOMCL2531	NP_055067.1_HUMAN
ORTHOMCL2532	NP_001507.2_HUMAN
ORTHOMCL2533	NP_001010892.1_HUMAN
ORTHOMCL2537	NP_057382.2_HUMAN
ORTHOMCL2539	NP_001128529.2_HUMAN
ORTHOMCL2540	NP_003270.1_HUMAN
ORTHOMCL2541	NP_056289.2_HUMAN
ORTHOMCL2542	NP_065969.3_HUMAN
ORTHOMCL2543	NP_055816.2_HUMAN
ORTHOMCL2544	NP_055051.1_HUMAN
ORTHOMCL2545	NP_077285.3_HUMAN
ORTHOMCL2546	NP_002513.2_HUMAN
ORTHOMCL2547	NP_940877.2_HUMAN
ORTHOMCL2548	NP_001231879.1_HUMAN
ORTHOMCL2549	NP_056073.1_HUMAN
ORTHOMCL2550	NP_612144.1_HUMAN
ORTHOMCL2551	NP_036477.2_HUMAN
ORTHOMCL2552	NP_005637.3_HUMAN
ORTHOMCL2553	NP_057616.2_HUMAN
ORTHOMCL2555	NP_055127.2_HUMAN
ORTHOMCL2556	NP_005159.1_HUMAN
ORTHOMCL2558	NP_001275517.1_HUMAN
ORTHOMCL2560	NP_964011.2_HUMAN
ORTHOMCL2561	NP_056467.2_HUMAN
ORTHOMCL2562	NP_919299.3_HUMAN
ORTHOMCL2563	NP_000104.1_HUMAN
ORTHOMCL2564	NP_053582.2_HUMAN
ORTHOMCL2566	NP_219491.1_HUMAN
ORTHOMCL2567	NP_001268997.1_HUMAN
ORTHOMCL2568	XP_006713890.1_HUMAN
ORTHOMCL2569	XP_011513103.1_HUMAN
ORTHOMCL2570	NP_065829.3_HUMAN
ORTHOMCL2571	NP_653223.2_HUMAN
ORTHOMCL2572	XP_016865941.1_HUMAN
ORTHOMCL2574	XP_016879717.1_HUMAN
ORTHOMCL2577	NP_036395.1_HUMAN
ORTHOMCL2578	XP_016879617.1_HUMAN
ORTHOMCL2579	NP_006568.2_HUMAN
ORTHOMCL2580	XP_016870594.1_HUMAN
ORTHOMCL2581	NP_006426.2_HUMAN
ORTHOMCL2583	NP_002248.1_HUMAN
ORTHOMCL2584	NP_002268.2_HUMAN
ORTHOMCL2585	NP_001716.2_HUMAN
ORTHOMCL2586	XP_005251850.1_HUMAN
ORTHOMCL2588	NP_473371.1_HUMAN
ORTHOMCL2589	NP_001001657.1_HUMAN
ORTHOMCL2593	XP_016874141.1_HUMAN
ORTHOMCL2603	XP_011532410.1_HUMAN
ORTHOMCL2605	XP_011516802.1_HUMAN
ORTHOMCL2606	XP_005250858.1_HUMAN
ORTHOMCL2607	NP_000035.2_HUMAN
ORTHOMCL2608	XP_011535336.1_HUMAN
ORTHOMCL2609	NP_037424.2_HUMAN
ORTHOMCL2610	NP_149351.1_HUMAN
ORTHOMCL2611	NP_973731.1_HUMAN
ORTHOMCL2613	NP_036256.2_HUMAN
ORTHOMCL2614	NP_001078926.1_HUMAN
ORTHOMCL2615	NP_002552.2_HUMAN
ORTHOMCL2616	NP_542408.1_HUMAN
ORTHOMCL2617	NP_000567.1_HUMAN
ORTHOMCL2618	NP_002620.1_HUMAN
ORTHOMCL2619	NP_001471.2_HUMAN
ORTHOMCL2620	XP_011533426.1_HUMAN
ORTHOMCL2621	NP_001123914.1_HUMAN
ORTHOMCL2622	NP_001165131.1_HUMAN
ORTHOMCL2623	NP_000572.2_HUMAN
ORTHOMCL2624	NP_060654.1_HUMAN
ORTHOMCL2625	NP_996663.1_HUMAN
ORTHOMCL2628	NP_001474.1_HUMAN
ORTHOMCL2629	NP_067632.2_HUMAN
ORTHOMCL2630	NP_000320.1_HUMAN
ORTHOMCL2631	NP_060696.4_HUMAN
ORTHOMCL2632	XP_011530937.1_HUMAN
ORTHOMCL2633	NP_001302461.1_HUMAN
ORTHOMCL2634	NP_001900.1_HUMAN
ORTHOMCL2636	XP_011508781.1_HUMAN
ORTHOMCL2637	NP_001076003.1_HUMAN
ORTHOMCL2638	NP_060293.2_HUMAN
ORTHOMCL2639	NP_002952.1_HUMAN
ORTHOMCL2640	NP_001030014.2_HUMAN
ORTHOMCL2641	XP_011522662.1_HUMAN
ORTHOMCL2642	NP_006461.3_HUMAN
ORTHOMCL2643	NP_116035.5_HUMAN
ORTHOMCL2644	NP_644812.1_HUMAN
ORTHOMCL2645	NP_003088.1_HUMAN
ORTHOMCL2646	NP_001273690.1_HUMAN
ORTHOMCL2647	NP_001171669.1_HUMAN
ORTHOMCL2648	NP_055072.3_HUMAN
ORTHOMCL2649	NP_775823.1_HUMAN
ORTHOMCL2650	NP_001258614.1_HUMAN
ORTHOMCL2651	NP_000972.1_HUMAN
ORTHOMCL2652	NP_001704.2_HUMAN
ORTHOMCL2653	NP_002582.3_HUMAN
ORTHOMCL2654	NP_079498.2_HUMAN
ORTHOMCL2655	NP_001687.1_HUMAN
ORTHOMCL2656	NP_000960.2_HUMAN
ORTHOMCL2658	NP_775760.3_HUMAN
ORTHOMCL2659	NP_000296.2_HUMAN
ORTHOMCL2660	XP_011512464.1_HUMAN
ORTHOMCL2661	NP_001035292.1_HUMAN
ORTHOMCL2662	NP_038462.1_HUMAN
ORTHOMCL2663	XP_006720483.1_HUMAN
ORTHOMCL2664	NP_001129737.1_HUMAN
ORTHOMCL2665	NP_001191455.1_HUMAN
ORTHOMCL2666	NP_945320.1_HUMAN
ORTHOMCL2667	NP_653232.3_HUMAN
ORTHOMCL2668	NP_543016.1_HUMAN
ORTHOMCL2669	XP_016872532.1_HUMAN
ORTHOMCL2671	NP_004107.1_HUMAN
ORTHOMCL2673	NP_060366.1_HUMAN
ORTHOMCL2674	NP_079003.2_HUMAN
ORTHOMCL2676	NP_001273671.1_HUMAN
ORTHOMCL2677	NP_000789.1_HUMAN
ORTHOMCL2678	NP_001139580.1_HUMAN
ORTHOMCL2679	NP_001185599.1_HUMAN
ORTHOMCL2680	NP_002078.1_HUMAN
ORTHOMCL2681	NP_071317.2_HUMAN
ORTHOMCL2682	NP_003946.3_HUMAN
ORTHOMCL2683	XP_011531488.1_HUMAN
ORTHOMCL2684	NP_001308374.1_HUMAN
ORTHOMCL2685	NP_871622.1_HUMAN
ORTHOMCL2686	XP_016869750.1_HUMAN
ORTHOMCL2687	NP_005671.2_HUMAN
ORTHOMCL2688	NP_001403.1_HUMAN
ORTHOMCL2689	NP_000541.1_HUMAN
ORTHOMCL2690	XP_011537154.1_HUMAN
ORTHOMCL2691	XP_011515915.1_HUMAN
ORTHOMCL2692	XP_011537884.1_HUMAN
ORTHOMCL2694	NP_003049.2_HUMAN
ORTHOMCL2696	NP_005731.1_HUMAN
ORTHOMCL2697	NP_003320.2_HUMAN
ORTHOMCL2698	NP_149115.2_HUMAN
ORTHOMCL2699	XP_005257071.1_HUMAN
ORTHOMCL2700	NP_001072993.1_HUMAN
ORTHOMCL2701	NP_004292.1_HUMAN
ORTHOMCL2702	NP_001681.2_HUMAN
ORTHOMCL2703	NP_009209.1_HUMAN
ORTHOMCL2704	NP_079345.1_HUMAN
ORTHOMCL2705	NP_000728.1_HUMAN
ORTHOMCL2706	NP_001012.1_HUMAN
ORTHOMCL2707	XP_011524003.1_HUMAN
ORTHOMCL2708	NP_061819.2_HUMAN
ORTHOMCL2709	NP_006105.1_HUMAN
ORTHOMCL2710	NP_001185808.1_HUMAN
ORTHOMCL2712	NP_008841.2_HUMAN
ORTHOMCL2713	XP_016868591.1_HUMAN
ORTHOMCL2714	XP_005250007.1_HUMAN
ORTHOMCL2716	NP_000363.1_HUMAN
ORTHOMCL2717	NP_001276919.1_HUMAN
ORTHOMCL2718	NP_001932.2_HUMAN
ORTHOMCL2721	NP_542182.1_HUMAN
ORTHOMCL2722	NP_787125.1_HUMAN
ORTHOMCL2723	NP_006089.1_HUMAN
ORTHOMCL2726	XP_016882845.1_HUMAN
ORTHOMCL2728	XP_005273298.2_HUMAN
ORTHOMCL2730	NP_057419.4_HUMAN
ORTHOMCL2731	XP_016862779.1_HUMAN
ORTHOMCL2732	NP_001092764.1_HUMAN
ORTHOMCL2733	XP_016872265.1_HUMAN
ORTHOMCL2734	NP_001159532.1_HUMAN
ORTHOMCL2735	NP_038466.2_HUMAN
ORTHOMCL2736	NP_068817.1_HUMAN
ORTHOMCL2737	NP_003327.2_HUMAN
ORTHOMCL2738	NP_113619.2_HUMAN
ORTHOMCL2739	NP_000854.1_HUMAN
ORTHOMCL2740	NP_003873.1_HUMAN
ORTHOMCL2742	NP_000790.2_HUMAN
ORTHOMCL2743	NP_000453.2_HUMAN
ORTHOMCL2744	NP_002717.3_HUMAN
ORTHOMCL2745	NP_061156.1_HUMAN
ORTHOMCL2747	XP_011534929.1_HUMAN
ORTHOMCL2748	NP_001240758.1_HUMAN
ORTHOMCL2749	NP_001083060.1_HUMAN
ORTHOMCL2750	XP_005273181.1_HUMAN
ORTHOMCL2751	NP_002363.2_HUMAN
ORTHOMCL2753	NP_006293.2_HUMAN
ORTHOMCL2754	NP_005035.1_HUMAN
ORTHOMCL2755	XP_016862419.1_HUMAN
ORTHOMCL2756	XP_011517208.1_HUMAN
ORTHOMCL2757	NP_597677.2_HUMAN
ORTHOMCL2758	NP_569057.1_HUMAN
ORTHOMCL2759	XP_011538490.2_HUMAN
ORTHOMCL2760	XP_016868012.1_HUMAN
ORTHOMCL2761	XP_011521732.1_HUMAN
ORTHOMCL2762	NP_001036189.1_HUMAN
ORTHOMCL2763	NP_079199.2_HUMAN
ORTHOMCL2766	NP_443077.1_HUMAN
ORTHOMCL2767	NP_036544.1_HUMAN
ORTHOMCL2768	XP_011528051.1_HUMAN
ORTHOMCL2769	NP_001280727.1_HUMAN
ORTHOMCL2770	NP_001193872.1_HUMAN
ORTHOMCL2771	XP_011513547.1_HUMAN
ORTHOMCL2772	NP_005714.2_HUMAN
ORTHOMCL2773	NP_001276903.1_HUMAN
ORTHOMCL2774	XP_011523618.1_HUMAN
ORTHOMCL2775	NP_001240744.1_HUMAN
ORTHOMCL2778	NP_006318.1_HUMAN
ORTHOMCL2779	XP_005263588.1_HUMAN
ORTHOMCL2780	NP_001073990.2_HUMAN
ORTHOMCL2781	NP_036204.2_HUMAN
ORTHOMCL2782	XP_016880922.1_HUMAN
ORTHOMCL2783	XP_011537613.1_HUMAN
ORTHOMCL2784	XP_005247285.1_HUMAN
ORTHOMCL2785	NP_001019764.1_HUMAN
ORTHOMCL2786	NP_694545.1_HUMAN
ORTHOMCL2787	NP_001138489.1_HUMAN
ORTHOMCL2788	XP_005263130.1_HUMAN
ORTHOMCL2789	NP_078803.4_HUMAN
ORTHOMCL2790	NP_001093254.2_HUMAN
ORTHOMCL2791	XP_006715853.1_HUMAN
ORTHOMCL2792	XP_011525204.1_HUMAN
ORTHOMCL2793	NP_003911.2_HUMAN
ORTHOMCL2794	NP_919248.1_HUMAN
ORTHOMCL2795	XP_011511226.1_HUMAN
ORTHOMCL2796	NP_065696.1_HUMAN
ORTHOMCL2798	XP_016880634.1_HUMAN
ORTHOMCL2800	NP_001094070.1_HUMAN
ORTHOMCL2802	XP_011516861.2_HUMAN
ORTHOMCL2803	XP_011511045.1_HUMAN
ORTHOMCL2804	NP_002420.1_HUMAN
ORTHOMCL2805	NP_066949.2_HUMAN
ORTHOMCL2806	NP_001300870.1_HUMAN
ORTHOMCL2807	NP_001091976.3_HUMAN
ORTHOMCL2809	NP_005204.1_HUMAN
ORTHOMCL2811	NP_001004489.1_HUMAN
ORTHOMCL2812	XP_016874488.1_HUMAN
ORTHOMCL2814	NP_003520.1_HUMAN
ORTHOMCL2815	NP_001139682.2_HUMAN
ORTHOMCL2817	NP_001010853.1_HUMAN
ORTHOMCL2822	NP_001019767.1_HUMAN
ORTHOMCL2831	XP_016867131.1_HUMAN
ORTHOMCL2832	NP_005449.5_HUMAN
ORTHOMCL2833	XP_011526880.1_HUMAN
ORTHOMCL2835	NP_001128251.1_HUMAN
ORTHOMCL2836	NP_062565.2_HUMAN
ORTHOMCL2837	NP_005923.2_HUMAN
ORTHOMCL2838	NP_001017930.1_HUMAN
ORTHOMCL2839	NP_001268222.1_HUMAN
ORTHOMCL2840	NP_683720.2_HUMAN
ORTHOMCL2841	NP_001305804.1_HUMAN
ORTHOMCL2843	XP_005271618.2_HUMAN
ORTHOMCL2844	NP_001103132.3_HUMAN
ORTHOMCL2846	NP_078950.1_HUMAN
ORTHOMCL2847	NP_001092763.1_HUMAN
ORTHOMCL2848	NP_659731.1_HUMAN
ORTHOMCL2849	XP_006710666.1_HUMAN
ORTHOMCL2850	NP_001034230.1_HUMAN
ORTHOMCL2851	NP_000125.2_HUMAN
ORTHOMCL2852	NP_000312.2_HUMAN
ORTHOMCL2854	NP_060205.3_HUMAN
ORTHOMCL2856	NP_005756.2_HUMAN
ORTHOMCL2857	NP_072047.4_HUMAN
ORTHOMCL2858	NP_001094077.1_HUMAN
ORTHOMCL2859	NP_001680.1_HUMAN
ORTHOMCL2860	NP_071429.1_HUMAN
ORTHOMCL2862	NP_000427.1_HUMAN
ORTHOMCL2863	NP_001124151.1_HUMAN
ORTHOMCL2864	NP_149094.3_HUMAN
ORTHOMCL2865	NP_997255.2_HUMAN
ORTHOMCL2866	XP_016882594.1_HUMAN
ORTHOMCL2867	XP_016876453.1_HUMAN
ORTHOMCL2868	NP_056158.2_HUMAN
ORTHOMCL2869	XP_005270085.1_HUMAN
ORTHOMCL2871	NP_001962.3_HUMAN
ORTHOMCL2872	NP_858045.1_HUMAN
ORTHOMCL2873	NP_056453.1_HUMAN
ORTHOMCL2874	NP_001243284.1_HUMAN
ORTHOMCL2875	NP_003117.2_HUMAN
ORTHOMCL2876	NP_005593.2_HUMAN
ORTHOMCL2877	NP_054753.1_HUMAN
ORTHOMCL2878	NP_004628.4_HUMAN
ORTHOMCL2879	NP_060542.4_HUMAN
ORTHOMCL2880	NP_005459.2_HUMAN
ORTHOMCL2881	XP_016865452.1_HUMAN
ORTHOMCL2882	NP_001013653.1_HUMAN
ORTHOMCL2884	NP_001021.1_HUMAN
ORTHOMCL2885	NP_004999.1_HUMAN
ORTHOMCL2886	XP_011543528.1_HUMAN
ORTHOMCL2887	NP_036524.1_HUMAN
ORTHOMCL2889	NP_003886.3_HUMAN
ORTHOMCL2890	NP_001252521.1_HUMAN
ORTHOMCL2892	XP_002342903.1_HUMAN
ORTHOMCL2893	XP_011510993.1_HUMAN
ORTHOMCL2894	NP_110433.1_HUMAN
ORTHOMCL2895	NP_000840.2_HUMAN
ORTHOMCL2896	NP_005054.3_HUMAN
ORTHOMCL2897	XP_011514527.1_HUMAN
ORTHOMCL2898	NP_060214.2_HUMAN
ORTHOMCL2899	XP_011517152.1_HUMAN
ORTHOMCL2900	NP_077274.3_HUMAN
ORTHOMCL2901	NP_612351.2_HUMAN
ORTHOMCL2902	NP_055486.2_HUMAN
ORTHOMCL2903	NP_065852.1_HUMAN
ORTHOMCL2904	NP_001026870.2_HUMAN
ORTHOMCL2905	NP_001002814.2_HUMAN
ORTHOMCL2910	NP_055303.2_HUMAN
ORTHOMCL2911	NP_996896.1_HUMAN
ORTHOMCL2912	NP_001129516.1_HUMAN
ORTHOMCL2913	NP_061895.3_HUMAN
ORTHOMCL2914	NP_001020371.3_HUMAN
ORTHOMCL2915	XP_011509521.1_HUMAN
ORTHOMCL2916	NP_065954.1_HUMAN
ORTHOMCL2917	XP_011533448.1_HUMAN
ORTHOMCL2918	NP_659475.2_HUMAN
ORTHOMCL2919	NP_001078945.1_HUMAN
ORTHOMCL2922	NP_001293135.1_HUMAN
ORTHOMCL2923	NP_001012267.1_HUMAN
ORTHOMCL2924	NP_077026.2_HUMAN
ORTHOMCL2926	NP_001245392.1_HUMAN
ORTHOMCL2927	NP_001229247.1_HUMAN
ORTHOMCL2928	NP_001130010.1_HUMAN
ORTHOMCL2929	NP_001076436.1_HUMAN
ORTHOMCL2930	NP_001120664.1_HUMAN
ORTHOMCL2931	NP_065099.3_HUMAN
ORTHOMCL2932	NP_009087.1_HUMAN
ORTHOMCL2933	NP_002102.4_HUMAN
ORTHOMCL2934	NP_001654.1_HUMAN
ORTHOMCL2936	NP_149075.2_HUMAN
ORTHOMCL2937	NP_057064.1_HUMAN
ORTHOMCL2938	NP_001305965.1_HUMAN
ORTHOMCL2939	XP_016883624.1_HUMAN
ORTHOMCL2940	NP_001166958.1_HUMAN
ORTHOMCL2941	NP_057278.2_HUMAN
ORTHOMCL2943	NP_694968.1_HUMAN
ORTHOMCL2944	NP_000121.2_HUMAN
ORTHOMCL2945	XP_011538521.1_HUMAN
ORTHOMCL2946	NP_006323.2_HUMAN
ORTHOMCL2949	NP_056485.2_HUMAN
ORTHOMCL2951	NP_005111.2_HUMAN
ORTHOMCL2952	NP_001186284.1_HUMAN
ORTHOMCL2953	NP_060640.2_HUMAN
ORTHOMCL2954	NP_001026896.2_HUMAN
ORTHOMCL2955	NP_570901.2_HUMAN
ORTHOMCL2956	NP_001445.2_HUMAN
ORTHOMCL2958	XP_016872729.1_HUMAN
ORTHOMCL2959	NP_940890.3_HUMAN
ORTHOMCL2960	NP_001275897.1_HUMAN
ORTHOMCL2961	NP_001269514.1_HUMAN
ORTHOMCL2962	XP_016880789.1_HUMAN
ORTHOMCL2963	XP_005256126.1_HUMAN
ORTHOMCL2964	XP_016884318.1_HUMAN
ORTHOMCL2965	NP_001295093.1_HUMAN
ORTHOMCL2966	XP_016856486.1_HUMAN
ORTHOMCL2967	NP_000936.1_HUMAN
ORTHOMCL2968	NP_009134.1_HUMAN
ORTHOMCL2969	NP_000674.2_HUMAN
ORTHOMCL2970	NP_004155.2_HUMAN
ORTHOMCL2971	XP_016856688.1_HUMAN
ORTHOMCL2972	NP_001304830.1_HUMAN
ORTHOMCL2973	XP_016871749.1_HUMAN
ORTHOMCL2974	NP_004738.3_HUMAN
ORTHOMCL2976	NP_001013641.2_HUMAN
ORTHOMCL2977	NP_569056.4_HUMAN
ORTHOMCL2979	NP_115645.4_HUMAN
ORTHOMCL2980	NP_000795.2_HUMAN
ORTHOMCL2981	XP_011509935.1_HUMAN
ORTHOMCL2983	NP_056311.2_HUMAN
ORTHOMCL2984	XP_011543800.1_HUMAN
ORTHOMCL2985	NP_056052.2_HUMAN
ORTHOMCL2986	XP_011530571.1_HUMAN
ORTHOMCL2988	NP_002943.2_HUMAN
ORTHOMCL2989	NP_004376.2_HUMAN
ORTHOMCL2990	NP_060711.2_HUMAN
ORTHOMCL2992	NP_002590.1_HUMAN
ORTHOMCL2993	XP_005263980.1_HUMAN
ORTHOMCL2994	XP_016860895.1_HUMAN
ORTHOMCL2996	NP_000175.1_HUMAN
ORTHOMCL2999	XP_005248234.1_HUMAN
ORTHOMCL3001	XP_006713694.1_HUMAN
ORTHOMCL3003	NP_001256971.1_HUMAN
ORTHOMCL3006	XP_016860926.1_HUMAN
ORTHOMCL3007	NP_001124175.1_HUMAN
ORTHOMCL3008	NP_001308163.1_HUMAN
ORTHOMCL3009	XP_005247515.1_HUMAN
ORTHOMCL3010	XP_005262878.1_HUMAN
ORTHOMCL3011	NP_444508.1_HUMAN
ORTHOMCL3012	XP_006722236.1_HUMAN
ORTHOMCL3013	XP_011541883.1_HUMAN
ORTHOMCL3014	NP_996985.2_HUMAN
ORTHOMCL3016	NP_001308332.1_HUMAN
ORTHOMCL3017	NP_055462.2_HUMAN
ORTHOMCL3018	NP_001177389.1_HUMAN
ORTHOMCL3019	NP_001139190.1_HUMAN
ORTHOMCL3020	NP_001157937.2_HUMAN
ORTHOMCL3021	NP_001229627.1_HUMAN
ORTHOMCL3028	NP_001275996.1_HUMAN
ORTHOMCL3029	NP_001340.2_HUMAN
ORTHOMCL3030	XP_005260913.1_HUMAN
ORTHOMCL3031	XP_016880289.1_HUMAN
ORTHOMCL3032	XP_016885152.1_HUMAN
ORTHOMCL3033	XP_011542830.1_HUMAN
ORTHOMCL3035	NP_001295310.1_HUMAN
ORTHOMCL3036	XP_005251669.1_HUMAN
ORTHOMCL3037	XP_011541630.1_HUMAN
ORTHOMCL3039	NP_001001995.1_HUMAN
ORTHOMCL3040	NP_001290452.1_HUMAN
ORTHOMCL3041	NP_055363.1_HUMAN
ORTHOMCL3042	XP_016881891.1_HUMAN
