ORTHOMCL420	2077725)]_AMEIU(
ORTHOMCL17043	rna-XM_017457558.1_ICTAL(
ORTHOMCL17044	rna-XM_017457765.1_ICTAL(
ORTHOMCL17045	rna-XM_017458443.1_ICTAL(
ORTHOMCL17046	rna-XM_017458727.1_ICTAL(
ORTHOMCL17047	rna-XM_017458954.1_ICTAL(
ORTHOMCL17048	rna-XM_017459128.1_ICTAL(
ORTHOMCL17049	rna-XM_017459545.1_ICTAL(
ORTHOMCL17050	rna-XM_017459661.1_ICTAL(
ORTHOMCL17051	rna-XM_017459762.1_ICTAL(
ORTHOMCL17052	rna-XM_017459868.1_ICTAL(
ORTHOMCL17053	rna-XM_017460908.1_ICTAL(
ORTHOMCL17054	rna-XM_017462055.1_ICTAL(
ORTHOMCL17055	rna-XM_017462150.1_ICTAL(
ORTHOMCL17056	rna-XM_017462296.1_ICTAL(
ORTHOMCL17057	rna-XM_017462533.1_ICTAL(
ORTHOMCL17058	rna-XM_017462647.1_ICTAL(
ORTHOMCL17059	rna-XM_017462678.1_ICTAL(
ORTHOMCL17060	rna-XM_017463012.1_ICTAL(
ORTHOMCL17061	rna-XM_017465132.1_ICTAL(
ORTHOMCL17062	rna-XM_017465567.1_ICTAL(
ORTHOMCL17063	rna-XM_017466384.1_ICTAL(
ORTHOMCL17064	rna-XM_017467208.1_ICTAL(
ORTHOMCL17065	rna-XM_017472023.1_ICTAL(
ORTHOMCL17066	rna-XM_017473721.1_ICTAL(
ORTHOMCL17067	rna-XM_017473881.1_ICTAL(
ORTHOMCL17068	rna-XM_017473899.1_ICTAL(
ORTHOMCL17069	rna-XM_017474204.1_ICTAL(
ORTHOMCL17070	rna-XM_017474758.1_ICTAL(
ORTHOMCL17071	rna-XM_017475629.1_ICTAL(
ORTHOMCL17072	rna-XM_017475708.1_ICTAL(
ORTHOMCL17073	rna-XM_017477479.1_ICTAL(
ORTHOMCL17074	rna-XM_017479379.1_ICTAL(
ORTHOMCL17075	rna-XM_017481633.1_ICTAL(
ORTHOMCL17076	rna-XM_017481919.1_ICTAL(
ORTHOMCL17077	rna-XM_017482773.1_ICTAL(
ORTHOMCL17078	rna-XM_017483494.1_ICTAL(
ORTHOMCL17079	rna-XM_017484239.1_ICTAL(
ORTHOMCL17080	rna-XM_017484506.1_ICTAL(
ORTHOMCL17081	rna-XM_017485680.1_ICTAL(
ORTHOMCL17082	rna-XM_017486528.1_ICTAL(
ORTHOMCL17083	rna-XM_017486849.1_ICTAL(
ORTHOMCL17084	rna-XM_017488076.1_ICTAL(
ORTHOMCL17085	rna-XM_017488274.1_ICTAL(
ORTHOMCL17086	rna-XM_017489865.1_ICTAL(
ORTHOMCL17087	rna-XM_017491220.1_ICTAL(
ORTHOMCL17088	rna-XM_017492028.1_ICTAL(
ORTHOMCL17089	rna-XM_017494283.1_ICTAL(
ORTHOMCL17090	rna-XM_017494776.1_ICTAL(
ORTHOMCL17091	rna-XM_017495033.1_ICTAL(
ORTHOMCL17092	rna-XM_017495383.1_ICTAL(
ORTHOMCL17093	rna-XM_017495732.1_ICTAL(
ORTHOMCL17095	rna-XM_027136422.1_TACHY(
ORTHOMCL17096	rna-XM_027147746.1_TACHY(
ORTHOMCL17097	rna-XM_027174345.1_TACHY(
ORTHOMCL17098	rna-XM_027133242.1_TACHY(
ORTHOMCL17099	rna-XM_027133706.1_TACHY(
ORTHOMCL17100	rna-XM_027134980.1_TACHY(
ORTHOMCL17101	rna-XM_027135629.1_TACHY(
ORTHOMCL17102	rna-XM_027136181.1_TACHY(
ORTHOMCL17103	rna-XM_027136215.1_TACHY(
ORTHOMCL17104	rna-XM_027137479.1_TACHY(
ORTHOMCL17105	rna-XM_027138737.1_TACHY(
ORTHOMCL17106	rna-XM_027141300.1_TACHY(
ORTHOMCL17107	rna-XM_027142361.1_TACHY(
ORTHOMCL17108	rna-XM_027148223.1_TACHY(
ORTHOMCL17109	rna-XM_027155651.1_TACHY(
ORTHOMCL17110	rna-XM_027161613.1_TACHY(
ORTHOMCL17111	rna-XM_027168217.1_TACHY(
ORTHOMCL17112	rna-XM_027168502.1_TACHY(
ORTHOMCL17113	rna-XM_027178409.1_TACHY(
ORTHOMCL17114	rna-XM_027178518.1_TACHY(
ORTHOMCL17119	1097007))]_TAKIF(
ORTHOMCL17120	11107926))]_AMEIU(
ORTHOMCL17121	1122583))]_AMEIU(
ORTHOMCL17122	12027419))]_TAKIF(
ORTHOMCL17123	13463342))]_AMEIU(
ORTHOMCL17124	15140579))]_AMEIU(
ORTHOMCL17125	15328391)]_AMEIU(
ORTHOMCL17126	15343108)]_AMEIU(
ORTHOMCL17127	1570291)]_TAKIF(
ORTHOMCL17128	16753299)]_AMEIU(
ORTHOMCL17129	17471046]_TAKIF(
ORTHOMCL17130	18498484)]_AMEIU(
ORTHOMCL17132	19011586)]_AMEIU(
ORTHOMCL17133	1936718]_AMEIU(
ORTHOMCL17134	19524183))]_AMEIU(
ORTHOMCL17135	20365258)]_AMEIU(
ORTHOMCL17136	21823161)]_AMEIU(
ORTHOMCL17137	22940351)]_AMEIU(
ORTHOMCL17138	22973629)]_AMEIU(
ORTHOMCL17139	23081873)]_AMEIU(
ORTHOMCL17140	23098075)]_AMEIU(
ORTHOMCL17141	24177293]_AMEIU(
ORTHOMCL17142	26640826)]_AMEIU(
ORTHOMCL17143	2759630))]_AMEIU(
ORTHOMCL17144	30335271)]_AMEIU(
ORTHOMCL17145	38217789)]_AMEIU(
ORTHOMCL17146	420717)]_AMEIU(
ORTHOMCL17147	42355351)]_AMEIU(
ORTHOMCL17148	4371)]_AMEIU(
ORTHOMCL17149	4756604)]_AMEIU(
ORTHOMCL17150	488220))]_AMEIU(
ORTHOMCL17151	5542752]_AMEIU(
ORTHOMCL17152	5812343)]_TAKIF(
ORTHOMCL17153	5998719]_AMEIU(
ORTHOMCL17154	6702028)]_TAKIF(
ORTHOMCL17155	6977280)]_AMEIU(
ORTHOMCL17156	7160288)]_AMEIU(
ORTHOMCL17158	867737))]_TAKIF(
ORTHOMCL20097	augustus-utg000003l_pilon-processed-gene-1.18-mRNA-1_PANGA(
ORTHOMCL20098	augustus-utg000006l_pilon-processed-gene-34.4-mRNA-1_PANGA(
ORTHOMCL20099	augustus-utg000006l_pilon-processed-gene-34.5-mRNA-1_PANGA(
ORTHOMCL20100	augustus-utg000006l_pilon-processed-gene-34.6-mRNA-1_PANGA(
ORTHOMCL20101	augustus-utg000006l_pilon-processed-gene-6.7-mRNA-1_PANGA(
ORTHOMCL20102	augustus-utg000008l_pilon-processed-gene-0.0-mRNA-1_PANGA(
ORTHOMCL20103	augustus-utg000008l_pilon-processed-gene-11.10-mRNA-1_PANGA(
ORTHOMCL20104	augustus-utg000008l_pilon-processed-gene-3.15-mRNA-1_PANGA(
ORTHOMCL20105	augustus-utg000008l_pilon-processed-gene-6.7-mRNA-1_PANGA(
ORTHOMCL20106	augustus-utg000018l_pilon-processed-gene-3.12-mRNA-1_PANGA(
ORTHOMCL20107	augustus-utg000026l_pilon-processed-gene-10.6-mRNA-1_PANGA(
ORTHOMCL20108	augustus-utg000026l_pilon-processed-gene-40.3-mRNA-1_PANGA(
ORTHOMCL20109	augustus-utg000026l_pilon-processed-gene-5.12-mRNA-1_PANGA(
ORTHOMCL20110	augustus-utg000026l_pilon-processed-gene-7.2-mRNA-1_PANGA(
ORTHOMCL20111	augustus-utg000037l_pilon-processed-gene-10.2-mRNA-1_PANGA(
ORTHOMCL20112	augustus-utg000037l_pilon-processed-gene-10.3-mRNA-1_PANGA(
ORTHOMCL20113	augustus-utg000038l_pilon-processed-gene-15.1-mRNA-1_PANGA(
ORTHOMCL20114	augustus-utg000038l_pilon-processed-gene-3.13-mRNA-1_PANGA(
ORTHOMCL20115	augustus-utg000040l_pilon-processed-gene-27.11-mRNA-1_PANGA(
ORTHOMCL20116	augustus-utg000040l_pilon-processed-gene-30.0-mRNA-1_PANGA(
ORTHOMCL20117	augustus-utg000040l_pilon-processed-gene-4.7-mRNA-1_PANGA(
ORTHOMCL20118	augustus-utg000041l_pilon-processed-gene-16.11-mRNA-1_PANGA(
ORTHOMCL20119	augustus-utg000041l_pilon-processed-gene-7.5-mRNA-1_PANGA(
ORTHOMCL20120	augustus-utg000045l_pilon-processed-gene-4.3-mRNA-1_PANGA(
ORTHOMCL20121	augustus-utg000046l_pilon-processed-gene-10.0-mRNA-1_PANGA(
ORTHOMCL20122	augustus-utg000047l_pilon-processed-gene-1.2-mRNA-1_PANGA(
ORTHOMCL20123	augustus-utg000049l_pilon-processed-gene-1.2-mRNA-1_PANGA(
ORTHOMCL20124	augustus-utg000050l_pilon-processed-gene-1.6-mRNA-1_PANGA(
ORTHOMCL20125	augustus-utg000053l_pilon-processed-gene-0.16-mRNA-1_PANGA(
ORTHOMCL20126	augustus-utg000057l_pilon-processed-gene-0.0-mRNA-1_PANGA(
ORTHOMCL20127	augustus-utg000057l_pilon-processed-gene-0.11-mRNA-1_PANGA(
ORTHOMCL20128	augustus-utg000060l_pilon-processed-gene-10.17-mRNA-1_PANGA(
ORTHOMCL20129	augustus-utg000066l_pilon-processed-gene-1.5-mRNA-1_PANGA(
ORTHOMCL20130	augustus-utg000066l_pilon-processed-gene-1.6-mRNA-1_PANGA(
ORTHOMCL20131	augustus-utg000071l_pilon-processed-gene-6.0-mRNA-1_PANGA(
ORTHOMCL20132	augustus-utg000072l_pilon-processed-gene-10.5-mRNA-1_PANGA(
ORTHOMCL20133	augustus-utg000072l_pilon-processed-gene-2.1-mRNA-1_PANGA(
ORTHOMCL20134	augustus-utg000092l_pilon-processed-gene-4.0-mRNA-1_PANGA(
ORTHOMCL20135	augustus-utg000093l_pilon-processed-gene-11.19-mRNA-1_PANGA(
ORTHOMCL20136	augustus-utg000094l_pilon-processed-gene-17.4-mRNA-1_PANGA(
ORTHOMCL20137	augustus-utg000095l_pilon-processed-gene-7.6-mRNA-1_PANGA(
ORTHOMCL20138	augustus-utg000095l_pilon-processed-gene-8.3-mRNA-1_PANGA(
ORTHOMCL20139	augustus-utg000118l_pilon-processed-gene-4.4-mRNA-1_PANGA(
ORTHOMCL20140	augustus-utg000123l_pilon-processed-gene-3.11-mRNA-1_PANGA(
ORTHOMCL20141	augustus-utg000128l_pilon-processed-gene-0.21-mRNA-1_PANGA(
ORTHOMCL20142	augustus-utg000135l_pilon-processed-gene-3.18-mRNA-1_PANGA(
ORTHOMCL20143	augustus-utg000139l_pilon-processed-gene-1.1-mRNA-1_PANGA(
ORTHOMCL20144	augustus-utg000143l_pilon-processed-gene-15.4-mRNA-1_PANGA(
ORTHOMCL20145	augustus-utg000149l_pilon-processed-gene-5.5-mRNA-1_PANGA(
ORTHOMCL20146	augustus-utg000158l_pilon-processed-gene-0.1-mRNA-1_PANGA(
ORTHOMCL20147	augustus-utg000159l_pilon-processed-gene-7.0-mRNA-1_PANGA(
ORTHOMCL20148	augustus-utg000164l_pilon-processed-gene-0.9-mRNA-1_PANGA(
ORTHOMCL20149	augustus-utg000167l_pilon-processed-gene-1.24-mRNA-1_PANGA(
ORTHOMCL20150	augustus-utg000169l_pilon-processed-gene-29.0-mRNA-1_PANGA(
ORTHOMCL20151	augustus-utg000170l_pilon-processed-gene-7.10-mRNA-1_PANGA(
ORTHOMCL20152	augustus-utg000173l_pilon-processed-gene-5.29-mRNA-1_PANGA(
ORTHOMCL20153	augustus-utg000178l_pilon-processed-gene-3.3-mRNA-1_PANGA(
ORTHOMCL20154	augustus-utg000182l_pilon-processed-gene-12.5-mRNA-1_PANGA(
ORTHOMCL20155	augustus-utg000186l_pilon-processed-gene-1.12-mRNA-1_PANGA(
ORTHOMCL20156	augustus-utg000198l_pilon-processed-gene-6.3-mRNA-1_PANGA(
ORTHOMCL20157	augustus-utg000198l_pilon-processed-gene-8.0-mRNA-1_PANGA(
ORTHOMCL20158	augustus-utg000198l_pilon-processed-gene-8.11-mRNA-1_PANGA(
ORTHOMCL20159	augustus-utg000201l_pilon-processed-gene-7.12-mRNA-1_PANGA(
ORTHOMCL20160	augustus-utg000202l_pilon-processed-gene-0.1-mRNA-1_PANGA(
ORTHOMCL20161	augustus-utg000203l_pilon-processed-gene-2.4-mRNA-1_PANGA(
ORTHOMCL20162	augustus-utg000204l_pilon-processed-gene-1.4-mRNA-1_PANGA(
ORTHOMCL20163	augustus-utg000205l_pilon-processed-gene-1.5-mRNA-1_PANGA(
ORTHOMCL20164	augustus-utg000211l_pilon-processed-gene-0.20-mRNA-1_PANGA(
ORTHOMCL20165	augustus-utg000216l_pilon-processed-gene-2.2-mRNA-1_PANGA(
ORTHOMCL20166	augustus-utg000223l_pilon-processed-gene-8.0-mRNA-1_PANGA(
ORTHOMCL20167	augustus-utg000225l_pilon-processed-gene-1.2-mRNA-1_PANGA(
ORTHOMCL20168	augustus-utg000236l_pilon-processed-gene-10.10-mRNA-1_PANGA(
ORTHOMCL20169	augustus-utg000244l_pilon-processed-gene-7.10-mRNA-1_PANGA(
ORTHOMCL20170	augustus-utg000246l_pilon-processed-gene-0.5-mRNA-1_PANGA(
ORTHOMCL20171	augustus-utg000246l_pilon-processed-gene-4.32-mRNA-1_PANGA(
ORTHOMCL20172	augustus-utg000247l_pilon-processed-gene-5.1-mRNA-1_PANGA(
ORTHOMCL20173	augustus-utg000253l_pilon-processed-gene-8.1-mRNA-1_PANGA(
ORTHOMCL20174	augustus-utg000263l_pilon-processed-gene-0.7-mRNA-1_PANGA(
ORTHOMCL20175	augustus-utg000278l_pilon-processed-gene-1.24-mRNA-1_PANGA(
ORTHOMCL20176	augustus-utg000280l_pilon-processed-gene-5.27-mRNA-1_PANGA(
ORTHOMCL20177	augustus-utg000287l_pilon-processed-gene-0.3-mRNA-1_PANGA(
ORTHOMCL20178	augustus-utg000289l_pilon-processed-gene-0.3-mRNA-1_PANGA(
ORTHOMCL20179	augustus-utg000297l_pilon-processed-gene-2.2-mRNA-1_PANGA(
ORTHOMCL20180	augustus-utg000297l_pilon-processed-gene-2.3-mRNA-1_PANGA(
ORTHOMCL20181	augustus-utg000311l_pilon-processed-gene-4.2-mRNA-1_PANGA(
ORTHOMCL20182	augustus-utg000334l_pilon-processed-gene-12.0-mRNA-1_PANGA(
ORTHOMCL20183	augustus-utg000334l_pilon-processed-gene-20.4-mRNA-1_PANGA(
ORTHOMCL20184	augustus-utg000337l_pilon-processed-gene-1.9-mRNA-1_PANGA(
ORTHOMCL20185	augustus-utg000337l_pilon-processed-gene-7.20-mRNA-1_PANGA(
ORTHOMCL20186	augustus-utg000338l_pilon-processed-gene-5.0-mRNA-1_PANGA(
ORTHOMCL20187	augustus-utg000338l_pilon-processed-gene-9.10-mRNA-1_PANGA(
ORTHOMCL20188	augustus-utg000340l_pilon-processed-gene-8.27-mRNA-1_PANGA(
ORTHOMCL20189	augustus-utg000351l_pilon-processed-gene-14.2-mRNA-1_PANGA(
ORTHOMCL20190	augustus-utg000358l_pilon-processed-gene-10.3-mRNA-1_PANGA(
ORTHOMCL20191	augustus-utg000358l_pilon-processed-gene-16.0-mRNA-1_PANGA(
ORTHOMCL20192	augustus-utg000358l_pilon-processed-gene-8.7-mRNA-1_PANGA(
ORTHOMCL20193	augustus-utg000360l_pilon-processed-gene-0.4-mRNA-1_PANGA(
ORTHOMCL20194	augustus-utg000366l_pilon-processed-gene-0.2-mRNA-1_PANGA(
ORTHOMCL20195	augustus-utg000374l_pilon-processed-gene-0.1-mRNA-1_PANGA(
ORTHOMCL20196	augustus-utg000375l_pilon-processed-gene-1.14-mRNA-1_PANGA(
ORTHOMCL20197	augustus-utg000375l_pilon-processed-gene-1.15-mRNA-1_PANGA(
ORTHOMCL20198	augustus-utg000377l_pilon-processed-gene-3.13-mRNA-1_PANGA(
ORTHOMCL20199	augustus-utg000384l_pilon-processed-gene-10.18-mRNA-1_PANGA(
ORTHOMCL20200	augustus-utg000387l_pilon-processed-gene-2.3-mRNA-1_PANGA(
ORTHOMCL20201	augustus-utg000395l_pilon-processed-gene-0.11-mRNA-1_PANGA(
ORTHOMCL20202	augustus-utg000401l_pilon-processed-gene-2.11-mRNA-1_PANGA(
ORTHOMCL20203	augustus-utg000402l_pilon-processed-gene-1.0-mRNA-1_PANGA(
ORTHOMCL20204	augustus-utg000402l_pilon-processed-gene-2.3-mRNA-1_PANGA(
ORTHOMCL20205	augustus-utg000412l_pilon-processed-gene-3.33-mRNA-1_PANGA(
ORTHOMCL20206	augustus-utg000412l_pilon-processed-gene-3.47-mRNA-1_PANGA(
ORTHOMCL20207	augustus-utg000444l_pilon-processed-gene-3.3-mRNA-1_PANGA(
ORTHOMCL20208	augustus-utg000451l_pilon-processed-gene-0.7-mRNA-1_PANGA(
ORTHOMCL20209	augustus-utg000455l_pilon-processed-gene-0.20-mRNA-1_PANGA(
ORTHOMCL20210	augustus-utg000455l_pilon-processed-gene-2.33-mRNA-1_PANGA(
ORTHOMCL20211	augustus-utg000455l_pilon-processed-gene-2.34-mRNA-1_PANGA(
ORTHOMCL20212	augustus-utg000475l_pilon-processed-gene-0.2-mRNA-1_PANGA(
ORTHOMCL20213	augustus-utg000522l_pilon-processed-gene-0.18-mRNA-1_PANGA(
ORTHOMCL20214	augustus-utg000536l_pilon-processed-gene-1.13-mRNA-1_PANGA(
ORTHOMCL20215	augustus-utg000545l_pilon-processed-gene-0.0-mRNA-1_PANGA(
ORTHOMCL20216	augustus-utg000596l_pilon-processed-gene-1.1-mRNA-1_PANGA(
ORTHOMCL20217	augustus-utg000596l_pilon-processed-gene-1.5-mRNA-1_PANGA(
ORTHOMCL20218	augustus-utg000596l_pilon-processed-gene-3.1-mRNA-1_PANGA(
ORTHOMCL20219	augustus-utg000636l_pilon-processed-gene-0.7-mRNA-1_PANGA(
ORTHOMCL20220	augustus-utg000691l_pilon-processed-gene-0.10-mRNA-1_PANGA(
ORTHOMCL20221	augustus-utg000711l_pilon-processed-gene-0.1-mRNA-1_PANGA(
ORTHOMCL20222	augustus-utg000910l_pilon-processed-gene-0.5-mRNA-1_PANGA(
ORTHOMCL20223	augustus-utg000917l_pilon-processed-gene-0.4-mRNA-1_PANGA(
ORTHOMCL20224	augustus-utg001202l_pilon-processed-gene-0.13-mRNA-1_PANGA(
ORTHOMCL20225	lcl|CM022752.1_cds_KAF4093250.1_4_AMEIU(
ORTHOMCL20226	lcl|CM022752.1_cds_KAF4093269.1_34_AMEIU(
ORTHOMCL20227	lcl|CM022752.1_cds_KAF4093323.1_82_AMEIU(
ORTHOMCL20228	lcl|CM022752.1_cds_KAF4093350.1_111_AMEIU(
ORTHOMCL20229	lcl|CM022752.1_cds_KAF4093387.1_135_AMEIU(
ORTHOMCL20230	lcl|CM022752.1_cds_KAF4093430.1_183_AMEIU(
ORTHOMCL20231	lcl|CM022752.1_cds_KAF4093444.1_203_AMEIU(
ORTHOMCL20232	lcl|CM022752.1_cds_KAF4093665.1_420_AMEIU(
ORTHOMCL20233	lcl|CM022752.1_cds_KAF4093696.1_452_AMEIU(
ORTHOMCL20234	lcl|CM022752.1_cds_KAF4093771.1_529_AMEIU(
ORTHOMCL20235	lcl|CM022752.1_cds_KAF4093795.1_541_AMEIU(
ORTHOMCL20236	lcl|CM022752.1_cds_KAF4094282.1_1065_AMEIU(
ORTHOMCL20237	lcl|CM022752.1_cds_KAF4094312.1_1051_AMEIU(
ORTHOMCL20238	lcl|CM022752.1_cds_KAF4094324.1_1085_AMEIU(
ORTHOMCL20239	lcl|CM022752.1_cds_KAF4094411.1_1169_AMEIU(
ORTHOMCL20240	lcl|CM022752.1_cds_KAF4094450.1_1201_AMEIU(
ORTHOMCL20241	lcl|CM022753.1_cds_KAF4092008.1_1299_AMEIU(
ORTHOMCL20242	lcl|CM022753.1_cds_KAF4092058.1_1346_AMEIU(
ORTHOMCL20243	lcl|CM022753.1_cds_KAF4092136.1_1425_AMEIU(
ORTHOMCL20244	lcl|CM022753.1_cds_KAF4092254.1_1540_AMEIU(
ORTHOMCL20245	lcl|CM022753.1_cds_KAF4092310.1_1594_AMEIU(
ORTHOMCL20246	lcl|CM022753.1_cds_KAF4092492.1_1786_AMEIU(
ORTHOMCL20247	lcl|CM022753.1_cds_KAF4092508.1_1796_AMEIU(
ORTHOMCL20248	lcl|CM022753.1_cds_KAF4092564.1_1851_AMEIU(
ORTHOMCL20249	lcl|CM022753.1_cds_KAF4092565.1_1852_AMEIU(
ORTHOMCL20250	lcl|CM022753.1_cds_KAF4092568.1_1862_AMEIU(
ORTHOMCL20251	lcl|CM022753.1_cds_KAF4092588.1_1879_AMEIU(
ORTHOMCL20252	lcl|CM022753.1_cds_KAF4092651.1_1934_AMEIU(
ORTHOMCL20253	lcl|CM022753.1_cds_KAF4092666.1_1981_AMEIU(
ORTHOMCL20254	lcl|CM022753.1_cds_KAF4092853.1_2194_AMEIU(
ORTHOMCL20255	lcl|CM022753.1_cds_KAF4092875.1_2119_AMEIU(
ORTHOMCL20256	lcl|CM022753.1_cds_KAF4092942.1_2177_AMEIU(
ORTHOMCL20257	lcl|CM022753.1_cds_KAF4093030.1_2293_AMEIU(
ORTHOMCL20258	lcl|CM022753.1_cds_KAF4093065.1_2422_AMEIU(
ORTHOMCL20259	lcl|CM022753.1_cds_KAF4093068.1_2426_AMEIU(
ORTHOMCL20260	lcl|CM022753.1_cds_KAF4093085.1_2388_AMEIU(
ORTHOMCL20261	lcl|CM022753.1_cds_KAF4093232.1_2492_AMEIU(
ORTHOMCL20262	lcl|CM022754.1_cds_KAF4090957.1_2651_AMEIU(
ORTHOMCL20263	lcl|CM022754.1_cds_KAF4090975.1_2664_AMEIU(
ORTHOMCL20264	lcl|CM022754.1_cds_KAF4091002.1_2691_AMEIU(
ORTHOMCL20265	lcl|CM022754.1_cds_KAF4091038.1_2723_AMEIU(
ORTHOMCL20266	lcl|CM022754.1_cds_KAF4091050.1_2741_AMEIU(
ORTHOMCL20267	lcl|CM022754.1_cds_KAF4091078.1_2759_AMEIU(
ORTHOMCL20268	lcl|CM022754.1_cds_KAF4091085.1_2769_AMEIU(
ORTHOMCL20269	lcl|CM022754.1_cds_KAF4091109.1_2804_AMEIU(
ORTHOMCL20270	lcl|CM022754.1_cds_KAF4091170.1_2868_AMEIU(
ORTHOMCL20271	lcl|CM022754.1_cds_KAF4091392.1_3076_AMEIU(
ORTHOMCL20272	lcl|CM022754.1_cds_KAF4091398.1_3089_AMEIU(
ORTHOMCL20273	lcl|CM022754.1_cds_KAF4091495.1_3187_AMEIU(
ORTHOMCL20274	lcl|CM022754.1_cds_KAF4091497.1_3191_AMEIU(
ORTHOMCL20275	lcl|CM022754.1_cds_KAF4091806.1_3496_AMEIU(
ORTHOMCL20276	lcl|CM022754.1_cds_KAF4091917.1_3598_AMEIU(
ORTHOMCL20277	lcl|CM022755.1_cds_KAF4090111.1_3928_AMEIU(
ORTHOMCL20278	lcl|CM022755.1_cds_KAF4090128.1_3949_AMEIU(
ORTHOMCL20279	lcl|CM022755.1_cds_KAF4090225.1_4042_AMEIU(
ORTHOMCL20280	lcl|CM022755.1_cds_KAF4090309.1_4127_AMEIU(
ORTHOMCL20281	lcl|CM022755.1_cds_KAF4090526.1_4342_AMEIU(
ORTHOMCL20282	lcl|CM022755.1_cds_KAF4090602.1_4355_AMEIU(
ORTHOMCL20283	lcl|CM022755.1_cds_KAF4090643.1_4453_AMEIU(
ORTHOMCL20284	lcl|CM022755.1_cds_KAF4090645.1_4459_AMEIU(
ORTHOMCL20285	lcl|CM022755.1_cds_KAF4090670.1_4529_AMEIU(
ORTHOMCL20286	lcl|CM022755.1_cds_KAF4090832.1_4630_AMEIU(
ORTHOMCL20287	lcl|CM022756.1_cds_KAF4088602.1_4673_AMEIU(
ORTHOMCL20288	lcl|CM022756.1_cds_KAF4088606.1_4666_AMEIU(
ORTHOMCL20289	lcl|CM022756.1_cds_KAF4088613.1_4687_AMEIU(
ORTHOMCL20290	lcl|CM022756.1_cds_KAF4088663.1_4729_AMEIU(
ORTHOMCL20291	lcl|CM022756.1_cds_KAF4088680.1_4742_AMEIU(
ORTHOMCL20292	lcl|CM022756.1_cds_KAF4088689.1_4751_AMEIU(
ORTHOMCL20293	lcl|CM022756.1_cds_KAF4088699.1_4769_AMEIU(
ORTHOMCL20294	lcl|CM022756.1_cds_KAF4088715.1_4779_AMEIU(
ORTHOMCL20295	lcl|CM022756.1_cds_KAF4088740.1_4802_AMEIU(
ORTHOMCL20296	lcl|CM022756.1_cds_KAF4088781.1_4839_AMEIU(
ORTHOMCL20297	lcl|CM022756.1_cds_KAF4088848.1_4916_AMEIU(
ORTHOMCL20298	lcl|CM022756.1_cds_KAF4088893.1_4958_AMEIU(
ORTHOMCL20299	lcl|CM022756.1_cds_KAF4088969.1_5032_AMEIU(
ORTHOMCL20300	lcl|CM022756.1_cds_KAF4089008.1_5073_AMEIU(
ORTHOMCL20301	lcl|CM022756.1_cds_KAF4089176.1_5266_AMEIU(
ORTHOMCL20302	lcl|CM022756.1_cds_KAF4089177.1_5267_AMEIU(
ORTHOMCL20303	lcl|CM022756.1_cds_KAF4089320.1_5384_AMEIU(
ORTHOMCL20304	lcl|CM022756.1_cds_KAF4089363.1_5412_AMEIU(
ORTHOMCL20305	lcl|CM022756.1_cds_KAF4089474.1_5516_AMEIU(
ORTHOMCL20306	lcl|CM022756.1_cds_KAF4089476.1_5522_AMEIU(
ORTHOMCL20307	lcl|CM022756.1_cds_KAF4089519.1_5580_AMEIU(
ORTHOMCL20308	lcl|CM022756.1_cds_KAF4089526.1_5666_AMEIU(
ORTHOMCL20309	lcl|CM022756.1_cds_KAF4089733.1_5800_AMEIU(
ORTHOMCL20310	lcl|CM022757.1_cds_KAF4087467.1_5887_AMEIU(
ORTHOMCL20311	lcl|CM022757.1_cds_KAF4087499.1_5929_AMEIU(
ORTHOMCL20312	lcl|CM022757.1_cds_KAF4087549.1_5965_AMEIU(
ORTHOMCL20313	lcl|CM022757.1_cds_KAF4087735.1_6156_AMEIU(
ORTHOMCL20314	lcl|CM022757.1_cds_KAF4087737.1_6161_AMEIU(
ORTHOMCL20315	lcl|CM022757.1_cds_KAF4087747.1_6174_AMEIU(
ORTHOMCL20316	lcl|CM022757.1_cds_KAF4087753.1_6179_AMEIU(
ORTHOMCL20317	lcl|CM022757.1_cds_KAF4087757.1_6183_AMEIU(
ORTHOMCL20318	lcl|CM022757.1_cds_KAF4087958.1_6346_AMEIU(
ORTHOMCL20319	lcl|CM022757.1_cds_KAF4087967.1_6394_AMEIU(
ORTHOMCL20320	lcl|CM022757.1_cds_KAF4088116.1_6541_AMEIU(
ORTHOMCL20321	lcl|CM022757.1_cds_KAF4088182.1_6635_AMEIU(
ORTHOMCL20322	lcl|CM022757.1_cds_KAF4088270.1_6670_AMEIU(
ORTHOMCL20323	lcl|CM022757.1_cds_KAF4088369.1_6815_AMEIU(
ORTHOMCL20324	lcl|CM022757.1_cds_KAF4088447.1_6926_AMEIU(
ORTHOMCL20325	lcl|CM022757.1_cds_KAF4088453.1_6934_AMEIU(
ORTHOMCL20326	lcl|CM022757.1_cds_KAF4088455.1_6916_AMEIU(
ORTHOMCL20327	lcl|CM022757.1_cds_KAF4088510.1_6883_AMEIU(
ORTHOMCL20328	lcl|CM022757.1_cds_KAF4088511.1_6884_AMEIU(
ORTHOMCL20329	lcl|CM022758.1_cds_KAF4086534.1_7036_AMEIU(
ORTHOMCL20330	lcl|CM022758.1_cds_KAF4086803.1_7300_AMEIU(
ORTHOMCL20331	lcl|CM022758.1_cds_KAF4086829.1_7331_AMEIU(
ORTHOMCL20332	lcl|CM022758.1_cds_KAF4086835.1_7327_AMEIU(
ORTHOMCL20333	lcl|CM022758.1_cds_KAF4087065.1_7569_AMEIU(
