ORTHOMCL1	ENSDARG00000034095_ZEBRA
ORTHOMCL14028	ENSDARG00000087764_ZEBRA
ORTHOMCL14029	ENSDARG00000087805_ZEBRA
ORTHOMCL14030	ENSDARG00000087856_ZEBRA
ORTHOMCL14032	ENSDARG00000088002_ZEBRA
ORTHOMCL14033	ENSDARG00000088019_ZEBRA
ORTHOMCL14034	ENSDARG00000088075_ZEBRA
ORTHOMCL14035	ENSDARG00000088091_ZEBRA
ORTHOMCL14036	ENSDARG00000088237_ZEBRA
ORTHOMCL14037	ENSDARG00000088247_ZEBRA
ORTHOMCL14038	ENSDARG00000088251_ZEBRA
ORTHOMCL14039	ENSDARG00000088260_ZEBRA
ORTHOMCL14040	ENSDARG00000088449_ZEBRA
ORTHOMCL14041	ENSDARG00000088539_ZEBRA
ORTHOMCL14042	ENSDARG00000088546_ZEBRA
ORTHOMCL14044	ENSDARG00000088601_ZEBRA
ORTHOMCL14045	ENSDARG00000088713_ZEBRA
ORTHOMCL14046	ENSDARG00000088795_ZEBRA
ORTHOMCL14047	ENSDARG00000088911_ZEBRA
ORTHOMCL14049	ENSDARG00000089094_ZEBRA
ORTHOMCL14051	ENSDARG00000089112_ZEBRA
ORTHOMCL14052	ENSDARG00000089139_ZEBRA
ORTHOMCL14053	ENSDARG00000089255_ZEBRA
ORTHOMCL14054	ENSDARG00000089276_ZEBRA
ORTHOMCL14055	ENSDARG00000089331_ZEBRA
ORTHOMCL14056	ENSDARG00000089383_ZEBRA
ORTHOMCL14058	ENSDARG00000089543_ZEBRA
ORTHOMCL14059	ENSDARG00000089765_ZEBRA
ORTHOMCL14060	ENSDARG00000089780_ZEBRA
ORTHOMCL14061	ENSDARG00000089879_ZEBRA
ORTHOMCL14062	ENSDARG00000089951_ZEBRA
ORTHOMCL14063	ENSDARG00000089998_ZEBRA
ORTHOMCL14064	ENSDARG00000090142_ZEBRA
ORTHOMCL14065	ENSDARG00000090145_ZEBRA
ORTHOMCL14066	ENSDARG00000090156_ZEBRA
ORTHOMCL14067	ENSDARG00000090188_ZEBRA
ORTHOMCL14068	ENSDARG00000090548_ZEBRA
ORTHOMCL14069	ENSDARG00000090560_ZEBRA
ORTHOMCL14070	ENSDARG00000090607_ZEBRA
ORTHOMCL14071	ENSDARG00000090628_ZEBRA
ORTHOMCL14072	ENSDARG00000090632_ZEBRA
ORTHOMCL14073	ENSDARG00000090679_ZEBRA
ORTHOMCL14074	ENSDARG00000090728_ZEBRA
ORTHOMCL14075	ENSDARG00000090832_ZEBRA
ORTHOMCL14076	ENSDARG00000090966_ZEBRA
ORTHOMCL14077	ENSDARG00000090969_ZEBRA
ORTHOMCL14078	ENSDARG00000090973_ZEBRA
ORTHOMCL14080	ENSDARG00000090997_ZEBRA
ORTHOMCL14081	ENSDARG00000091009_ZEBRA
ORTHOMCL14082	ENSDARG00000091016_ZEBRA
ORTHOMCL14083	ENSDARG00000091234_ZEBRA
ORTHOMCL14084	ENSDARG00000091376_ZEBRA
ORTHOMCL14085	ENSDARG00000091378_ZEBRA
ORTHOMCL14087	ENSDARG00000091600_ZEBRA
ORTHOMCL14088	ENSDARG00000091607_ZEBRA
ORTHOMCL14089	ENSDARG00000091625_ZEBRA
ORTHOMCL14090	ENSDARG00000091716_ZEBRA
ORTHOMCL14091	ENSDARG00000091872_ZEBRA
ORTHOMCL14092	ENSDARG00000091947_ZEBRA
ORTHOMCL14093	ENSDARG00000092044_ZEBRA
ORTHOMCL14094	ENSDARG00000092074_ZEBRA
ORTHOMCL14095	ENSDARG00000092106_ZEBRA
ORTHOMCL14096	ENSDARG00000092123_ZEBRA
ORTHOMCL14097	ENSDARG00000092154_ZEBRA
ORTHOMCL14098	ENSDARG00000092158_ZEBRA
ORTHOMCL14099	ENSDARG00000092169_ZEBRA
ORTHOMCL14100	ENSDARG00000092206_ZEBRA
ORTHOMCL14101	ENSDARG00000092359_ZEBRA
ORTHOMCL14103	ENSDARG00000092584_ZEBRA
ORTHOMCL14104	ENSDARG00000092650_ZEBRA
ORTHOMCL14105	ENSDARG00000092758_ZEBRA
ORTHOMCL14106	ENSDARG00000092816_ZEBRA
ORTHOMCL14107	ENSDARG00000092999_ZEBRA
ORTHOMCL14108	ENSDARG00000093022_ZEBRA
ORTHOMCL14109	ENSDARG00000093026_ZEBRA
ORTHOMCL14110	ENSDARG00000093044_ZEBRA
ORTHOMCL14111	ENSDARG00000093074_ZEBRA
ORTHOMCL14112	ENSDARG00000093121_ZEBRA
ORTHOMCL14113	ENSDARG00000093315_ZEBRA
ORTHOMCL14114	ENSDARG00000093318_ZEBRA
ORTHOMCL14115	ENSDARG00000093342_ZEBRA
ORTHOMCL14117	ENSDARG00000093412_ZEBRA
ORTHOMCL14119	ENSDARG00000093584_ZEBRA
ORTHOMCL14120	ENSDARG00000093628_ZEBRA
ORTHOMCL14123	ENSDARG00000093759_ZEBRA
ORTHOMCL14124	ENSDARG00000093997_ZEBRA
ORTHOMCL14125	ENSDARG00000094002_ZEBRA
ORTHOMCL14126	ENSDARG00000094016_ZEBRA
ORTHOMCL14127	ENSDARG00000094161_ZEBRA
ORTHOMCL14128	ENSDARG00000094265_ZEBRA
ORTHOMCL14129	ENSDARG00000094366_ZEBRA
ORTHOMCL14130	ENSDARG00000094675_ZEBRA
ORTHOMCL14131	ENSDARG00000094678_ZEBRA
ORTHOMCL14132	ENSDARG00000094693_ZEBRA
ORTHOMCL14134	ENSDARG00000094763_ZEBRA
ORTHOMCL14135	ENSDARG00000094887_ZEBRA
ORTHOMCL14136	ENSDARG00000094889_ZEBRA
ORTHOMCL14137	ENSDARG00000095007_ZEBRA
ORTHOMCL14138	ENSDARG00000095070_ZEBRA
ORTHOMCL14139	ENSDARG00000095157_ZEBRA
ORTHOMCL14140	ENSDARG00000095184_ZEBRA
ORTHOMCL14142	ENSDARG00000095332_ZEBRA
ORTHOMCL14143	ENSDARG00000095347_ZEBRA
ORTHOMCL14144	ENSDARG00000095348_ZEBRA
ORTHOMCL14147	ENSDARG00000095606_ZEBRA
ORTHOMCL14148	ENSDARG00000095608_ZEBRA
ORTHOMCL14149	ENSDARG00000095629_ZEBRA
ORTHOMCL14150	ENSDARG00000095633_ZEBRA
ORTHOMCL14152	ENSDARG00000095911_ZEBRA
ORTHOMCL14153	ENSDARG00000095949_ZEBRA
ORTHOMCL14154	ENSDARG00000096031_ZEBRA
ORTHOMCL14155	ENSDARG00000096214_ZEBRA
ORTHOMCL14156	ENSDARG00000096360_ZEBRA
ORTHOMCL14157	ENSDARG00000096378_ZEBRA
ORTHOMCL14158	ENSDARG00000096457_ZEBRA
ORTHOMCL14159	ENSDARG00000096514_ZEBRA
ORTHOMCL14160	ENSDARG00000096524_ZEBRA
ORTHOMCL14161	ENSDARG00000096575_ZEBRA
ORTHOMCL14162	ENSDARG00000096624_ZEBRA
ORTHOMCL14163	ENSDARG00000096667_ZEBRA
ORTHOMCL14164	ENSDARG00000096870_ZEBRA
ORTHOMCL14165	ENSDARG00000096905_ZEBRA
ORTHOMCL14167	ENSDARG00000097032_ZEBRA
ORTHOMCL14168	ENSDARG00000097169_ZEBRA
ORTHOMCL14169	ENSDARG00000097217_ZEBRA
ORTHOMCL14170	ENSDARG00000097302_ZEBRA
ORTHOMCL14171	ENSDARG00000097445_ZEBRA
ORTHOMCL14172	ENSDARG00000097451_ZEBRA
ORTHOMCL14173	ENSDARG00000097847_ZEBRA
ORTHOMCL14174	ENSDARG00000097863_ZEBRA
ORTHOMCL14175	ENSDARG00000097986_ZEBRA
ORTHOMCL14558	ENSDARG00000093754_ZEBRA
ORTHOMCL14560	ENSDARG00000093465_ZEBRA
ORTHOMCL14562	ENSDARG00000096244_ZEBRA
ORTHOMCL14564	ENSDARG00000096268_ZEBRA
ORTHOMCL14568	ENSDARG00000096339_ZEBRA
ORTHOMCL14569	ENSDARG00000055527_ZEBRA
ORTHOMCL14572	ENSDARG00000069214_ZEBRA
ORTHOMCL14573	ENSDARG00000000460_ZEBRA
ORTHOMCL14575	ENSDARG00000001972_ZEBRA
ORTHOMCL14576	ENSDARG00000002467_ZEBRA
ORTHOMCL14577	ENSDARG00000002707_ZEBRA
ORTHOMCL14578	ENSDARG00000002872_ZEBRA
ORTHOMCL14580	ENSDARG00000003077_ZEBRA
ORTHOMCL14581	ENSDARG00000003375_ZEBRA
ORTHOMCL14582	ENSDARG00000003523_ZEBRA
ORTHOMCL14583	ENSDARG00000004167_ZEBRA
ORTHOMCL14584	ENSDARG00000004256_ZEBRA
ORTHOMCL14585	ENSDARG00000004405_ZEBRA
ORTHOMCL14586	ENSDARG00000004447_ZEBRA
ORTHOMCL14587	ENSDARG00000004874_ZEBRA
ORTHOMCL14588	ENSDARG00000005314_ZEBRA
ORTHOMCL14589	ENSDARG00000005842_ZEBRA
ORTHOMCL14590	ENSDARG00000006944_ZEBRA
ORTHOMCL14591	ENSDARG00000007655_ZEBRA
ORTHOMCL14592	ENSDARG00000007743_ZEBRA
ORTHOMCL14593	ENSDARG00000008010_ZEBRA
ORTHOMCL14595	ENSDARG00000008219_ZEBRA
ORTHOMCL14596	ENSDARG00000008807_ZEBRA
ORTHOMCL14597	ENSDARG00000008915_ZEBRA
ORTHOMCL14599	ENSDARG00000009511_ZEBRA
ORTHOMCL14600	ENSDARG00000009544_ZEBRA
ORTHOMCL14601	ENSDARG00000009779_ZEBRA
ORTHOMCL14602	ENSDARG00000010977_ZEBRA
ORTHOMCL14603	ENSDARG00000012076_ZEBRA
ORTHOMCL14604	ENSDARG00000012467_ZEBRA
ORTHOMCL14605	ENSDARG00000012772_ZEBRA
ORTHOMCL14606	ENSDARG00000013576_ZEBRA
ORTHOMCL14607	ENSDARG00000013685_ZEBRA
ORTHOMCL14608	ENSDARG00000013752_ZEBRA
ORTHOMCL14609	ENSDARG00000014309_ZEBRA
ORTHOMCL14610	ENSDARG00000014624_ZEBRA
ORTHOMCL14611	ENSDARG00000014709_ZEBRA
ORTHOMCL14612	ENSDARG00000014910_ZEBRA
ORTHOMCL14613	ENSDARG00000014995_ZEBRA
ORTHOMCL14614	ENSDARG00000015835_ZEBRA
ORTHOMCL14615	ENSDARG00000015964_ZEBRA
ORTHOMCL14616	ENSDARG00000016081_ZEBRA
ORTHOMCL14617	ENSDARG00000016207_ZEBRA
ORTHOMCL14618	ENSDARG00000016213_ZEBRA
ORTHOMCL14620	ENSDARG00000017441_ZEBRA
ORTHOMCL14622	ENSDARG00000018109_ZEBRA
ORTHOMCL14623	ENSDARG00000018643_ZEBRA
ORTHOMCL14624	ENSDARG00000018671_ZEBRA
ORTHOMCL14625	ENSDARG00000018853_ZEBRA
ORTHOMCL14626	ENSDARG00000019202_ZEBRA
ORTHOMCL14627	ENSDARG00000019260_ZEBRA
ORTHOMCL14628	ENSDARG00000019810_ZEBRA
ORTHOMCL14629	ENSDARG00000020292_ZEBRA
ORTHOMCL14630	ENSDARG00000021241_ZEBRA
ORTHOMCL14633	ENSDARG00000022938_ZEBRA
ORTHOMCL14634	ENSDARG00000023228_ZEBRA
ORTHOMCL14635	ENSDARG00000024433_ZEBRA
ORTHOMCL14636	ENSDARG00000024740_ZEBRA
ORTHOMCL14637	ENSDARG00000025254_ZEBRA
ORTHOMCL14638	ENSDARG00000025495_ZEBRA
ORTHOMCL14639	ENSDARG00000025500_ZEBRA
ORTHOMCL14640	ENSDARG00000025757_ZEBRA
ORTHOMCL14641	ENSDARG00000026229_ZEBRA
ORTHOMCL14642	ENSDARG00000026383_ZEBRA
ORTHOMCL14643	ENSDARG00000026513_ZEBRA
ORTHOMCL14644	ENSDARG00000026972_ZEBRA
ORTHOMCL14645	ENSDARG00000027154_ZEBRA
ORTHOMCL14646	ENSDARG00000027394_ZEBRA
ORTHOMCL14647	ENSDARG00000028354_ZEBRA
ORTHOMCL14648	ENSDARG00000028391_ZEBRA
ORTHOMCL14649	ENSDARG00000029751_ZEBRA
ORTHOMCL14650	ENSDARG00000031246_ZEBRA
ORTHOMCL14651	ENSDARG00000031372_ZEBRA
ORTHOMCL14652	ENSDARG00000031876_ZEBRA
ORTHOMCL14653	ENSDARG00000031885_ZEBRA
ORTHOMCL14654	ENSDARG00000033320_ZEBRA
ORTHOMCL14656	ENSDARG00000034201_ZEBRA
ORTHOMCL14657	ENSDARG00000035650_ZEBRA
ORTHOMCL14658	ENSDARG00000035697_ZEBRA
ORTHOMCL14659	ENSDARG00000035862_ZEBRA
ORTHOMCL14660	ENSDARG00000036162_ZEBRA
ORTHOMCL14661	ENSDARG00000036773_ZEBRA
ORTHOMCL14662	ENSDARG00000036785_ZEBRA
ORTHOMCL14663	ENSDARG00000037033_ZEBRA
ORTHOMCL14664	ENSDARG00000037155_ZEBRA
ORTHOMCL14665	ENSDARG00000037278_ZEBRA
ORTHOMCL14667	ENSDARG00000038205_ZEBRA
ORTHOMCL14668	ENSDARG00000038372_ZEBRA
ORTHOMCL14669	ENSDARG00000038458_ZEBRA
ORTHOMCL14670	ENSDARG00000038473_ZEBRA
ORTHOMCL14671	ENSDARG00000038583_ZEBRA
ORTHOMCL14673	ENSDARG00000039264_ZEBRA
ORTHOMCL14674	ENSDARG00000039423_ZEBRA
ORTHOMCL14675	ENSDARG00000039626_ZEBRA
ORTHOMCL14676	ENSDARG00000039726_ZEBRA
ORTHOMCL14677	ENSDARG00000039979_ZEBRA
ORTHOMCL14679	ENSDARG00000040162_ZEBRA
ORTHOMCL14680	ENSDARG00000040487_ZEBRA
ORTHOMCL14681	ENSDARG00000040523_ZEBRA
ORTHOMCL14682	ENSDARG00000041073_ZEBRA
ORTHOMCL14683	ENSDARG00000041292_ZEBRA
ORTHOMCL14685	ENSDARG00000041341_ZEBRA
ORTHOMCL14686	ENSDARG00000041379_ZEBRA
ORTHOMCL14687	ENSDARG00000041414_ZEBRA
ORTHOMCL14688	ENSDARG00000041492_ZEBRA
ORTHOMCL14689	ENSDARG00000041735_ZEBRA
ORTHOMCL14690	ENSDARG00000041878_ZEBRA
ORTHOMCL14691	ENSDARG00000042197_ZEBRA
ORTHOMCL14692	ENSDARG00000042357_ZEBRA
ORTHOMCL14693	ENSDARG00000042539_ZEBRA
ORTHOMCL14694	ENSDARG00000042550_ZEBRA
ORTHOMCL14695	ENSDARG00000042613_ZEBRA
ORTHOMCL14696	ENSDARG00000042656_ZEBRA
ORTHOMCL14697	ENSDARG00000042753_ZEBRA
ORTHOMCL14698	ENSDARG00000042827_ZEBRA
ORTHOMCL14699	ENSDARG00000042902_ZEBRA
ORTHOMCL14700	ENSDARG00000042936_ZEBRA
ORTHOMCL14701	ENSDARG00000043066_ZEBRA
ORTHOMCL14702	ENSDARG00000043128_ZEBRA
ORTHOMCL14703	ENSDARG00000043182_ZEBRA
ORTHOMCL14705	ENSDARG00000043447_ZEBRA
ORTHOMCL14706	ENSDARG00000043492_ZEBRA
ORTHOMCL14707	ENSDARG00000044029_ZEBRA
ORTHOMCL14708	ENSDARG00000044672_ZEBRA
ORTHOMCL14709	ENSDARG00000044797_ZEBRA
ORTHOMCL14710	ENSDARG00000044852_ZEBRA
ORTHOMCL14711	ENSDARG00000045299_ZEBRA
ORTHOMCL14712	ENSDARG00000045353_ZEBRA
ORTHOMCL14713	ENSDARG00000045549_ZEBRA
ORTHOMCL14714	ENSDARG00000045592_ZEBRA
ORTHOMCL14715	ENSDARG00000045671_ZEBRA
ORTHOMCL14716	ENSDARG00000045822_ZEBRA
ORTHOMCL14717	ENSDARG00000046019_ZEBRA
ORTHOMCL14718	ENSDARG00000052027_ZEBRA
ORTHOMCL14719	ENSDARG00000052033_ZEBRA
ORTHOMCL14720	ENSDARG00000052413_ZEBRA
ORTHOMCL14721	ENSDARG00000052575_ZEBRA
ORTHOMCL14722	ENSDARG00000053217_ZEBRA
ORTHOMCL14723	ENSDARG00000053279_ZEBRA
ORTHOMCL14724	ENSDARG00000053449_ZEBRA
ORTHOMCL14726	ENSDARG00000053542_ZEBRA
ORTHOMCL14727	ENSDARG00000054033_ZEBRA
ORTHOMCL14728	ENSDARG00000054050_ZEBRA
ORTHOMCL14729	ENSDARG00000054218_ZEBRA
ORTHOMCL14730	ENSDARG00000054510_ZEBRA
ORTHOMCL14731	ENSDARG00000054744_ZEBRA
ORTHOMCL14732	ENSDARG00000054797_ZEBRA
ORTHOMCL14733	ENSDARG00000054916_ZEBRA
ORTHOMCL14734	ENSDARG00000054929_ZEBRA
ORTHOMCL14735	ENSDARG00000055014_ZEBRA
ORTHOMCL14736	ENSDARG00000055046_ZEBRA
ORTHOMCL14738	ENSDARG00000055481_ZEBRA
ORTHOMCL14739	ENSDARG00000055539_ZEBRA
ORTHOMCL14740	ENSDARG00000055897_ZEBRA
ORTHOMCL14741	ENSDARG00000056021_ZEBRA
ORTHOMCL14742	ENSDARG00000056057_ZEBRA
ORTHOMCL14743	ENSDARG00000056379_ZEBRA
ORTHOMCL14744	ENSDARG00000056633_ZEBRA
ORTHOMCL14745	ENSDARG00000056653_ZEBRA
ORTHOMCL14746	ENSDARG00000056744_ZEBRA
ORTHOMCL14747	ENSDARG00000057354_ZEBRA
ORTHOMCL14749	ENSDARG00000057504_ZEBRA
ORTHOMCL14750	ENSDARG00000057652_ZEBRA
ORTHOMCL14751	ENSDARG00000057691_ZEBRA
ORTHOMCL14752	ENSDARG00000057827_ZEBRA
ORTHOMCL14753	ENSDARG00000057900_ZEBRA
ORTHOMCL14755	ENSDARG00000058413_ZEBRA
ORTHOMCL14756	ENSDARG00000058460_ZEBRA
ORTHOMCL14757	ENSDARG00000058557_ZEBRA
ORTHOMCL14758	ENSDARG00000059081_ZEBRA
ORTHOMCL14759	ENSDARG00000059257_ZEBRA
ORTHOMCL14760	ENSDARG00000059466_ZEBRA
ORTHOMCL14761	ENSDARG00000059536_ZEBRA
ORTHOMCL14762	ENSDARG00000060092_ZEBRA
ORTHOMCL14763	ENSDARG00000060222_ZEBRA
ORTHOMCL14765	ENSDARG00000060668_ZEBRA
ORTHOMCL14766	ENSDARG00000061011_ZEBRA
ORTHOMCL14767	ENSDARG00000062271_ZEBRA
ORTHOMCL14768	ENSDARG00000062517_ZEBRA
ORTHOMCL14769	ENSDARG00000062542_ZEBRA
ORTHOMCL14770	ENSDARG00000062902_ZEBRA
ORTHOMCL14771	ENSDARG00000063269_ZEBRA
ORTHOMCL14774	ENSDARG00000068876_ZEBRA
ORTHOMCL14776	ENSDARG00000069189_ZEBRA
ORTHOMCL14777	ENSDARG00000069265_ZEBRA
ORTHOMCL14778	ENSDARG00000069282_ZEBRA
ORTHOMCL14779	ENSDARG00000069428_ZEBRA
ORTHOMCL14780	ENSDARG00000069559_ZEBRA
ORTHOMCL14781	ENSDARG00000069739_ZEBRA
ORTHOMCL14782	ENSDARG00000070049_ZEBRA
ORTHOMCL14783	ENSDARG00000070141_ZEBRA
ORTHOMCL14785	ENSDARG00000070440_ZEBRA
ORTHOMCL14786	ENSDARG00000070465_ZEBRA
ORTHOMCL14787	ENSDARG00000070605_ZEBRA
ORTHOMCL14788	ENSDARG00000070746_ZEBRA
ORTHOMCL14790	ENSDARG00000070863_ZEBRA
ORTHOMCL14791	ENSDARG00000070941_ZEBRA
ORTHOMCL14792	ENSDARG00000070951_ZEBRA
ORTHOMCL14793	ENSDARG00000071397_ZEBRA
ORTHOMCL14795	ENSDARG00000073723_ZEBRA
ORTHOMCL14796	ENSDARG00000073799_ZEBRA
ORTHOMCL14797	ENSDARG00000074194_ZEBRA
ORTHOMCL14798	ENSDARG00000074305_ZEBRA
ORTHOMCL14799	ENSDARG00000074624_ZEBRA
ORTHOMCL14800	ENSDARG00000074783_ZEBRA
ORTHOMCL14801	ENSDARG00000074930_ZEBRA
ORTHOMCL14802	ENSDARG00000075163_ZEBRA
ORTHOMCL14803	ENSDARG00000075194_ZEBRA
ORTHOMCL14804	ENSDARG00000075515_ZEBRA
ORTHOMCL14805	ENSDARG00000075517_ZEBRA
ORTHOMCL14806	ENSDARG00000075575_ZEBRA
ORTHOMCL14807	ENSDARG00000075599_ZEBRA
ORTHOMCL14808	ENSDARG00000075617_ZEBRA
ORTHOMCL14809	ENSDARG00000075916_ZEBRA
ORTHOMCL14811	ENSDARG00000076277_ZEBRA
ORTHOMCL14812	ENSDARG00000076287_ZEBRA
ORTHOMCL14813	ENSDARG00000076391_ZEBRA
ORTHOMCL14814	ENSDARG00000076494_ZEBRA
ORTHOMCL14815	ENSDARG00000076512_ZEBRA
ORTHOMCL14816	ENSDARG00000076548_ZEBRA
ORTHOMCL14817	ENSDARG00000076565_ZEBRA
ORTHOMCL14818	ENSDARG00000076745_ZEBRA
ORTHOMCL14819	ENSDARG00000076893_ZEBRA
ORTHOMCL14821	ENSDARG00000077528_ZEBRA
ORTHOMCL14822	ENSDARG00000077622_ZEBRA
ORTHOMCL14823	ENSDARG00000077644_ZEBRA
ORTHOMCL14824	ENSDARG00000077652_ZEBRA
ORTHOMCL14825	ENSDARG00000077692_ZEBRA
ORTHOMCL14826	ENSDARG00000077880_ZEBRA
ORTHOMCL14827	ENSDARG00000078034_ZEBRA
ORTHOMCL14829	ENSDARG00000078257_ZEBRA
ORTHOMCL14830	ENSDARG00000078366_ZEBRA
ORTHOMCL14831	ENSDARG00000078410_ZEBRA
ORTHOMCL14832	ENSDARG00000078411_ZEBRA
ORTHOMCL14833	ENSDARG00000078432_ZEBRA
ORTHOMCL14834	ENSDARG00000078630_ZEBRA
ORTHOMCL14835	ENSDARG00000078644_ZEBRA
ORTHOMCL14836	ENSDARG00000078718_ZEBRA
ORTHOMCL14837	ENSDARG00000079158_ZEBRA
ORTHOMCL14838	ENSDARG00000079302_ZEBRA
ORTHOMCL14839	ENSDARG00000079488_ZEBRA
ORTHOMCL14840	ENSDARG00000079569_ZEBRA
ORTHOMCL14841	ENSDARG00000079698_ZEBRA
ORTHOMCL14842	ENSDARG00000079869_ZEBRA
ORTHOMCL14843	ENSDARG00000081322_ZEBRA
ORTHOMCL14844	ENSDARG00000086245_ZEBRA
ORTHOMCL14845	ENSDARG00000086255_ZEBRA
ORTHOMCL14846	ENSDARG00000086340_ZEBRA
ORTHOMCL14847	ENSDARG00000086360_ZEBRA
ORTHOMCL14848	ENSDARG00000086654_ZEBRA
ORTHOMCL14849	ENSDARG00000086655_ZEBRA
ORTHOMCL14850	ENSDARG00000086705_ZEBRA
ORTHOMCL14851	ENSDARG00000086846_ZEBRA
ORTHOMCL14852	ENSDARG00000086869_ZEBRA
ORTHOMCL14853	ENSDARG00000086903_ZEBRA
ORTHOMCL14854	ENSDARG00000087084_ZEBRA
ORTHOMCL14855	ENSDARG00000087165_ZEBRA
ORTHOMCL14856	ENSDARG00000087220_ZEBRA
ORTHOMCL14857	ENSDARG00000087388_ZEBRA
ORTHOMCL14858	ENSDARG00000087438_ZEBRA
ORTHOMCL14859	ENSDARG00000087457_ZEBRA
ORTHOMCL14860	ENSDARG00000087476_ZEBRA
ORTHOMCL14861	ENSDARG00000087514_ZEBRA
ORTHOMCL14862	ENSDARG00000087531_ZEBRA
ORTHOMCL14863	ENSDARG00000087555_ZEBRA
ORTHOMCL14864	ENSDARG00000087826_ZEBRA
ORTHOMCL14865	ENSDARG00000087870_ZEBRA
ORTHOMCL14866	ENSDARG00000088125_ZEBRA
ORTHOMCL14867	ENSDARG00000088165_ZEBRA
ORTHOMCL14868	ENSDARG00000088227_ZEBRA
ORTHOMCL14869	ENSDARG00000088262_ZEBRA
ORTHOMCL14870	ENSDARG00000088304_ZEBRA
ORTHOMCL14871	ENSDARG00000088614_ZEBRA
ORTHOMCL14872	ENSDARG00000088833_ZEBRA
ORTHOMCL14873	ENSDARG00000088882_ZEBRA
ORTHOMCL14874	ENSDARG00000089183_ZEBRA
ORTHOMCL14876	ENSDARG00000089241_ZEBRA
ORTHOMCL14877	ENSDARG00000089361_ZEBRA
ORTHOMCL14878	ENSDARG00000089441_ZEBRA
ORTHOMCL14879	ENSDARG00000089523_ZEBRA
ORTHOMCL14882	ENSDARG00000089842_ZEBRA
ORTHOMCL14883	ENSDARG00000090107_ZEBRA
ORTHOMCL14884	ENSDARG00000090169_ZEBRA
ORTHOMCL14885	ENSDARG00000090186_ZEBRA
ORTHOMCL14886	ENSDARG00000090202_ZEBRA
ORTHOMCL14888	ENSDARG00000090615_ZEBRA
ORTHOMCL14890	ENSDARG00000091044_ZEBRA
ORTHOMCL14891	ENSDARG00000091266_ZEBRA
ORTHOMCL14892	ENSDARG00000091358_ZEBRA
ORTHOMCL14893	ENSDARG00000091616_ZEBRA
ORTHOMCL14894	ENSDARG00000091640_ZEBRA
ORTHOMCL14895	ENSDARG00000091813_ZEBRA
ORTHOMCL14896	ENSDARG00000091888_ZEBRA
ORTHOMCL14897	ENSDARG00000091904_ZEBRA
ORTHOMCL14899	ENSDARG00000091997_ZEBRA
ORTHOMCL14900	ENSDARG00000092035_ZEBRA
ORTHOMCL14901	ENSDARG00000092099_ZEBRA
ORTHOMCL14902	ENSDARG00000092122_ZEBRA
ORTHOMCL14903	ENSDARG00000092274_ZEBRA
ORTHOMCL14904	ENSDARG00000092383_ZEBRA
ORTHOMCL14905	ENSDARG00000092482_ZEBRA
ORTHOMCL14906	ENSDARG00000092546_ZEBRA
ORTHOMCL14907	ENSDARG00000092858_ZEBRA
ORTHOMCL14908	ENSDARG00000092931_ZEBRA
ORTHOMCL14909	ENSDARG00000093337_ZEBRA
ORTHOMCL14910	ENSDARG00000093386_ZEBRA
ORTHOMCL14911	ENSDARG00000093602_ZEBRA
ORTHOMCL14912	ENSDARG00000093708_ZEBRA
ORTHOMCL14913	ENSDARG00000093773_ZEBRA
ORTHOMCL14914	ENSDARG00000093906_ZEBRA
ORTHOMCL14915	ENSDARG00000093957_ZEBRA
ORTHOMCL14916	ENSDARG00000094422_ZEBRA
ORTHOMCL14917	ENSDARG00000094511_ZEBRA
ORTHOMCL14918	ENSDARG00000094836_ZEBRA
ORTHOMCL14919	ENSDARG00000094922_ZEBRA
ORTHOMCL14920	ENSDARG00000095540_ZEBRA
ORTHOMCL14921	ENSDARG00000095831_ZEBRA
ORTHOMCL14922	ENSDARG00000095891_ZEBRA
ORTHOMCL14923	ENSDARG00000095937_ZEBRA
ORTHOMCL14926	ENSDARG00000096380_ZEBRA
ORTHOMCL14927	ENSDARG00000096398_ZEBRA
ORTHOMCL14928	ENSDARG00000096426_ZEBRA
ORTHOMCL14929	ENSDARG00000096701_ZEBRA
ORTHOMCL14930	ENSDARG00000096703_ZEBRA
ORTHOMCL14931	ENSDARG00000096725_ZEBRA
ORTHOMCL14932	ENSDARG00000096786_ZEBRA
ORTHOMCL14933	ENSDARG00000097002_ZEBRA
ORTHOMCL14934	ENSDARG00000097057_ZEBRA
ORTHOMCL14935	ENSDARG00000097065_ZEBRA
ORTHOMCL14937	ENSDARG00000097414_ZEBRA
ORTHOMCL14938	ENSDARG00000097420_ZEBRA
ORTHOMCL14939	ENSDARG00000097493_ZEBRA
ORTHOMCL14940	ENSDARG00000097528_ZEBRA
ORTHOMCL14941	ENSDARG00000097571_ZEBRA
ORTHOMCL14942	ENSDARG00000097600_ZEBRA
ORTHOMCL14943	ENSDARG00000097655_ZEBRA
ORTHOMCL14944	ENSDARG00000097696_ZEBRA
ORTHOMCL14945	ENSDARG00000097765_ZEBRA
ORTHOMCL14946	ENSDARG00000097902_ZEBRA
ORTHOMCL14947	ENSDARG00000097934_ZEBRA
ORTHOMCL14948	ENSDARG00000097993_ZEBRA
ORTHOMCL15462	ENSDARG00000071050_ZEBRA
ORTHOMCL15476	ENSDARG00000003017_ZEBRA
ORTHOMCL15478	ENSDARG00000004459_ZEBRA
ORTHOMCL15480	ENSDARG00000005320_ZEBRA
ORTHOMCL15482	ENSDARG00000008165_ZEBRA
